Name,Score,Weight
Jason Whyte,7.07,0.5
Thomas J. Hageboeck,6.59,0.5
Ernie Lively,5.61,1.0
Ben Pullen,6.2,0.5
Joris Jarsky,5.205,1.0
Simon Michal,6.44,1.3
Danni Wheeler,5.35,0.5
Greg Bryk,6.12,2.5
Jeffrey D. Sams,6.055,1.0
Vince McMahon,6.78,5.48
Shaoqun Yu,4.66,0.5
Jenn Proske,4.58,5.48
Callaghan,4.39,0.5
Eddie Egan,7.57,0.5
Juliet Howland,6.31,0.5
Quancetia Hamilton,5.62,1.9
Bibi Besch,5.855,1.0
Joann Havrilla,6.81,1.0
Alejandro Patino,5.98,0.5
Charles Perrault,6.17,1.3
Anjul Nigam,6.67,0.5
Ccile De France,5.75493224932,7.38
David Alan Barclay,6.26,0.5
Jemma McKenzie-Brown,5.26,0.5
Brandon Maggart,6.73,0.5
Harry Northup,6.36,1.5
Lou Marini,6.3,0.5
Pete Johnson,4.67,0.5
Ken Thorley,4.62,0.5
Nicole Dabeau,5.9,0.5
Austin Chick,4.02,3.5
Yoyao Hsueh,6.09,0.5
Bert Williams,5.85,0.5
Sean S. Cunningham,6.57,4.8
Abigail Breslin,6.44815456362,30.02
Richard Jutras,5.56,1.0
Patrick Marber,6.57,1.3
Martin Starr,5.93333333333,1.5
Anna Boden,6.37655737705,6.1
Rupert Degas,5.71,0.5
Eve Curtis,6.15,0.5
Bart Hansard,5.90333333333,1.5
Penny Mancuso,6.29,0.5
Tsai Chin,6.5550617284,6.48
Bronson Webb,6.08,0.5
Brian Decaro,5.39,0.5
John Tobias,5.92,1.3
Anthony Swofford,6.3,1.3
Michael Coppola,6.21,0.5
Eric Allan Kramer,6.085,1.0
Dmitri Ponce,5.93,0.5
Eva Green,6.45974619289,7.88
Michael Miller,4.67,0.5
Mitch Markowitz,6.95,1.3
Robert Moreland,4.98,1.3
Peter Sa'ena-Brown,5.88,0.5
Eric Bogosian,5.90099547511,13.26
Glenn Close,5.98525527192,72.08
Ninabet Bedoya,6.17,0.5
Richard Messing,5.8,0.5
A.A. Milne,6.04,1.3
Lawrence Hauben,7.99,1.3
Peter Barton,6.24,5.48
Donovan Leitch,5.87208333333,2.4
Maggie O'Neill,6.26,0.5
Jean-Claude La Marre,6.54333333333,1.5
Robert Joy,5.76636363636,5.5
Walter Masterson,6.45,0.5
Reggie Cervantes,7.08,0.5
Harry O'Reilly,5.84,1.0
Ed Swanson,7.87,0.5
Shelley Waggener,6.73,0.5
Henry Harris,6.02,0.5
Bin Chao,6.09,0.5
Gay Hamilton,6.98,0.5
Lora Martinez-Cunningham,3.01,0.5
Elissa Knight,7.09,5.48
David Bridgewater,5.39,0.5
John Hardy,3.95,0.5
Darryl Cox,6.135,1.0
Kyle Rankin,5.46,3.5
Denise Richards,5.77394957983,11.9
James Coburn,6.05626712329,11.68
Hugh McDonagh,5.76,1.9
Jay Klaitz,6.61,0.5
Aishwarya Rai Bachchan,5.54086720867,7.38
Jennifer Echols,6.155,1.0
Ken Stott,6.83209302326,4.3
Susan Davis,6.75,0.5
Caroline Chikezie,5.26,0.5
Tatyana Ali,6.07,1.0
Natalya Ivanova,6.05,0.5
Carmine Paolini,6.41,0.5
Court Young,6.11,0.5
Danielle Dax,6.28,0.5
Irwin Yablans,5.31,1.3
Nancy Kyes,7.33,2.9
George 'The Animal' Steele,6.5,0.5
Paul Campbell,6.00166666667,6.48
Matthew Newton,5.2,0.5
Michael J. Wilson,6.365,2.6
Darryl Scheelar,4.94,0.5
Denis Aksenov,5.98,0.5
Johnny Lewis,5.22717948718,3.9
Jonathan Loughran,6.06857142857,3.5
Paul Kember,6.76,0.5
Jay Garner,5.67,0.5
Robert Racki,6.0,0.5
Don Yesso,5.18,2.5
Sharon Farrell,6.27517241379,2.9
Christopher Nelson,6.08,0.5
Richard Garrison,5.97,0.5
Robert Arce,5.12,0.5
Matt Keeslar,4.75588235294,3.4
Heidi Sorenson,6.49,0.5
Al Pacino,6.29231188219,99.14
T.J. Mancini,5.68,1.3
Richard Jaeckel,6.28,1.9
Carlos vila,5.52,3.5
Trevor Fahnstrom,3.17,0.5
Brian O'Connor,6.31,0.5
Callan McAuliffe,6.04327759197,5.98
Desmond Nakano,5.18,4.8
Jesse Liebman,4.86,0.5
Claude Magnier,5.63,1.3
Russell Ferrier,4.01,1.9
Robert A. Heinlein,6.23,1.3
Jeanne Evans,5.15,0.5
Jo Heims,6.95,1.3
Libby Hudson,4.86,0.5
Chris Messina,6.26675721562,11.78
Wally Aspell,5.58,0.5
Emma Samms,5.19,1.9
Pamela Sue Martin,5.6,0.5
Natalia Safran,4.545,1.0
Roger Allam,6.44666666667,1.5
Myrna De Vera,6.78,0.5
Patrick Albenque,5.99,0.5
Matthew Prater,5.97,0.5
Ed Viesturs,5.61,0.5
Sacha Gervasi,5.49,2.6
Troy Neighbors,5.59,1.3
Lee Van Cleef,6.74,5.48
Mitch Cantor,6.81,0.5
Jacqueline Pearce,5.7,0.5
David Parker,5.14,1.5
Pierre Boileau,5.36,1.3
Ashley Gutherie,4.33,0.5
Jessica Barth,6.8,0.5
Roxane Mesquida,5.23,1.9
Meghna Kothari,5.77,0.5
Roger May,4.91,0.5
Roman Polanski,6.0339084507,28.4
Amanda Donohoe,5.50478395062,6.48
Brian Wimmer,4.73,0.5
Adrian Zmed,4.64,0.5
Doug McHenry,5.73666666667,10.5
Wren T. Brown,5.42,1.0
John Zacherle,5.06,0.5
Marcello Magni,5.31,0.5
Nicole Muoz,5.27,0.5
Emiliano Guerra,6.22,0.5
Kirsten Robek,5.44,0.5
Qiana Drew,5.11,0.5
Art Oughton,4.99,0.5
Joe Ruby,4.3,1.3
Jennifer Manley,5.37,0.5
N'Bushe Wright,5.40253578732,9.78
Paul A. Partain,8.01,1.9
Nicole Beharie,6.17,1.0
Jen Jones,7.1,0.5
S.D. Nemeth,4.44,0.5
Stephen McCole,6.205,1.0
Drewe Henley,8.12,0.5
Jackson Davies,5.385,1.0
Ming-Na Wen,5.36427402863,9.78
Al Vrkljan,6.21,0.5
Julian Barratt,4.66,0.5
Bob Tzudiker,5.96,2.6
Phil Nourie,4.96,0.5
Shaun Duke,5.92666666667,1.5
Robert Lewis,6.06,0.5
Judy Loe,6.66,0.5
Mike Realba,6.095,1.0
Gautam Belur,6.92,1.9
Gina Gallego,5.475,1.0
Joan Allen,6.15852495544,44.88
Lyle Lovett,6.08029411765,3.4
Sang-don Kim,6.22,1.3
Virginia Korus Spragg,5.97,1.3
Joachim Bernhard,6.98,0.5
Stephen Fisher,6.2,0.5
Boris Leskin,6.18,0.5
Rick Elmhurst,5.99,0.5
Heidi Neurauter,4.85,0.5
Michael Spears,7.35,0.5
Jeremy Robson,5.52,1.9
Siobhan Fallon,6.02,5.9
J.J. Cohen,7.26,1.0
Martin May,6.98,0.5
Darryl Quarles,5.12333333333,3.9
Chief Irvin Brink,4.72,0.5
Nicholas McGaughey,6.16,0.5
Scot Robinson,6.68,0.5
Jamie Kaler,6.035,1.0
Cliff Gorman,5.83003344482,5.98
Zach Josse,4.86,0.5
Zone,6.95,0.5
Lyn Edgington,7.17,0.5
Erica Vittina Phillips,6.935,1.0
Mia Bendixsen,6.91120401338,5.98
Matt Johnson,4.925,2.6
Keram Malicki-Snchez,4.925,1.0
Leon Herbert,5.95,0.5
Jonathan Erich Drachenberg,6.07,0.5
Damon Wayans Jr.,4.44,5.48
Lukas Moodysson,4.42,4.8
Merritt Butrick,6.43,0.5
Sara Stockbridge,5.73,1.0
Katt Shea,5.05,7.0
John Speredakos,4.84,0.5
Per Myrberg,6.76,0.5
Claire Geare,6.39,1.0
Georges Corraface,4.71083333333,2.4
Shane McCamey,5.32,0.5
Alexander Siddig,5.6875,2.0
Heather McGowan,6.57,1.3
Bruce McGuire,5.81,0.5
Tai,5.06,0.5
Damon Martin,6.71,0.5
Kate Trotter,5.37,0.5
Rasila Schroeder,6.15,1.9
Lachy Hulme,5.655,1.0
Evan Handler,5.53,1.5
Jay Leno,6.06333333333,1.5
Jonathan Malen,6.01,0.5
Dustin Schwarz,6.04,0.5
Arthur O'Sullivan,6.98,0.5
Ty Jones,4.75,1.9
Kendall Cunningham,5.56,0.5
Jo-El Sonnier,5.23,0.5
Anthony DeMasters,5.56,0.5
Anthony Higgins,5.73208333333,2.4
Graham Gordy,4.52,1.3
Romuald Makarenko,3.55,0.5
Lauren Etchells,6.69,0.5
Cleopatra Coleman,5.9,5.48
Hutch Dano,6.22,0.5
Brian Peck,6.7,0.5
Rich Komenich,5.72,1.0
Aleta Mitchell,5.79,1.0
David Hoselton,5.54,1.3
John Stainton,5.53,4.8
Odin the Dog,5.4,0.5
Douglas Trumbull,5.8,3.5
Bruce Boxleitner,6.1980964467,7.88
Sandra Ellis Lafferty,6.97,1.0
Andrew Howard,5.37958333333,2.4
Douglas Dirkson,6.44,0.5
James L. Brewster,6.64,0.5
Suzanne Santo,5.39,0.5
Toby Hoguin,5.87,0.5
Carolyn Seymour,5.29,0.5
Carrie Ann Inaba,6.14,0.5
Jim McKrell,6.75,0.5
Craig Hall,6.2425,2.0
Alissa Ann Smego,5.25,0.5
Donna Wong,6.39,0.5
Jennifer Bransford,5.44,0.5
Timothy Wicker,4.85,0.5
Bob Bergen,6.602,2.5
Gareth Edwards,5.68,4.8
Joseph Arsenault,5.65,0.5
Jordan Trovillion,3.71,0.5
Ira Wheeler,5.82333333333,1.5
Israel Contreras,6.74,0.5
Anita Ores,6.76,0.5
Colin Farrell,5.58382237488,81.52
Drew Waters,2.8,0.5
Bix Barnaba,6.07,0.5
Michael Jackson,5.705,10.96
Gurinder Chadha,5.77,3.5
Mark Saltzman,4.45,1.3
Ben Walker,5.6,1.9
Fred Fischer,6.57,0.5
Tommy 'Tiny' Lister,6.08043478261,6.9
Carrie Crawford,7.26,0.5
Kristopher Logan,6.44,0.5
Tami Erin,5.4,5.48
Lewis Colick,5.738,6.5
John Byrum,5.68114754098,6.1
Mike de Seve,6.5,3.5
Tara Carpenter,5.84,0.5
Phil Joanou,5.71,7.0
Nate Irwin,6.95,0.5
Allison Levine,6.19,0.5
Remy Thorne,5.23,0.5
Ash Adams,5.98,0.5
Richard Lewis,5.71114224138,9.28
Harve Presnell,5.90671875,6.4
Steve Bassett,5.81,0.5
Brian Sites,4.92,1.0
Karen Kuioka Hironaga,6.89,0.5
Earl Poole Ball,5.23,0.5
James DeMonaco,5.94333333333,3.9
Markus Selin,5.08,1.3
Tony Rubini,6.61,0.5
Marshall Bell,6.09271186441,12.98
Melody Anderson,5.65,10.96
Trudi Goodman,6.7,0.5
Ty Burrell,5.41363636364,4.4
Moshe Ben Shushan,5.28,0.5
Cameron English,5.52,0.5
Kerry Washington,5.21761636107,14.18
Bella Heathcote,4.85416666667,2.4
Ethan Coen,6.50810810811,37.0
Jonathan Filley,7.15,0.5
James Henderson,6.7,0.5
Paul Hatter,5.61,0.5
Akira Yamaguchi,7.28,0.5
John Osborne,5.87,0.5
Beverley Mitchell,5.905,1.0
Marshall Johnson,7.1,0.5
Simbi Khali,5.315,1.0
Deon Richmond,5.39931034483,2.9
Mel Jackson,6.42,0.5
Barry Miller,5.78790697674,4.3
Ray Ballard,5.58,0.5
Tony Amoni,5.95,0.5
Solar,5.03,0.5
Keith Barish,5.7,0.5
Barbara Hamilton,4.02,1.0
Andrew Kraulis,5.64,0.5
D.B. Woodside,5.93,0.5
Josie Maran,5.43,1.0
George J. Manos,6.77,0.5
Rachel Blackman,6.14,0.5
Garth Gilker,5.84,0.5
Jay Brazeau,6.34953091684,9.38
Rick Cramer,5.20666666667,2.4
Kim Raver,6.14,0.5
Chad Michael Murray,5.36913580247,6.48
Gilbert Goldie,6.41,0.5
Enzo Cilenti,5.67333333333,1.5
Andr Maranne,6.205,2.0
Diahann Carroll,6.56,0.5
Ramey Ellis,4.59,5.48
Elvis Nolasco,6.07,0.5
Daya Shankar Pandey,5.72,0.5
Claude Brooks,5.98,0.5
Pat Starr,6.04,1.0
Penny Bittone,5.33,0.5
Samantha Brown,5.245,1.0
Hal Haberman,4.97,4.8
Ben Hartigan,6.33,0.5
John H. Brennan,5.45,0.5
Elie Docter,7.06,0.5
Zoe White,6.13,0.5
Beverly Todd,6.66,1.9
Robert Farrar,5.89,1.3
Norah Jones,5.62702341137,5.98
Janelle Cambridge,5.91,0.5
Frances Bay,5.36481876333,9.38
Kevin Calabro,5.31,0.5
Brian Markinson,5.8925,2.0
Liezel De Kock,4.78,0.5
Val Kilmer,5.87940525588,86.76
Jack Creley,6.17,0.5
Beverly Prye,6.33,0.5
Ron Donachie,5.81,0.5
Nicki Aycox,5.53333333333,1.5
Paul Henreid,4.4,0.5
Wesley Snipes,5.79709655172,87.0
Gil Junger,5.69,7.0
Chan-wook Park,5.82488549618,13.1
Dennis Shryack,6.15333333333,3.9
Megan Henderson,5.86,0.5
Quinn Beswick,5.8,0.5
Tony Caprari,4.13,0.5
Patrick McKnight,4.16,1.9
Diane Robin,5.49,0.5
Tina Benko,7.24,0.5
Brandon Cook,6.35,0.5
Ray McKinnon,6.11166666667,3.0
Hal Sparks,5.75,0.5
Nicoye Banks,5.97,0.5
Jim Lampley,5.61,0.5
Shirley Douglas,3.86,0.5
Kate Butler,6.72,0.5
Marcello Thedford,5.42666666667,1.5
Frank Deese,4.86,1.3
George C. Wolfe,7.17,1.9
Sam Neill,6.19384175824,45.5
Charli Barcena,6.02,5.48
Laurel Holloman,6.18441358025,6.48
Juliette Jeffers,5.96,0.5
Ellen Barkin,5.20052421652,35.1
Eric Pohlmann,6.59,0.5
Fiona Lewis,6.3,0.5
Ivan 'Flipz' Velez,5.28,0.5
Nick Banks,4.09,0.5
Angry Anderson,6.1,0.5
Maggie McOmie,6.47,1.9
Enrique Castillo,6.24,0.5
Aryana Engineer,5.48,1.9
Gattlin Griffith,6.4187654321,6.48
Jennifer Alden,6.7,0.5
Andrew Brooke,6.53,0.5
Hartmut Becker,6.6,0.5
Teresa Wright,6.27,0.5
Erik Jensen,5.08,1.0
David Tocci,5.57,0.5
Sam Jenkins,3.83,1.9
Anne Rapp,5.7,2.6
Laura Harris,6.18,1.9
Alex Karras,5.94852941176,3.4
Esme Lambert,5.6,0.5
Eileen Pollock,5.93,0.5
William Ivory,5.86,1.3
Jay Tavare,5.50333333333,1.5
Nicole Patrick,6.12,0.5
Luke Ka'ili Jr.,5.56,0.5
Paul L. Smith,4.45071599045,8.38
Glen Cross,5.41,0.5
Robin Thomas,5.54,2.0
Annie Parisse,5.89352941176,3.4
Billy Hartman,6.13,0.5
Kika Markham,5.62,0.5
Steve Railsback,5.97327447833,12.46
John Lithgow,5.74381693364,43.7
Eddie Guzelian,6.04,1.3
Matt Jessup,5.5,0.5
Scott Harlan,6.71,0.5
Steve Martin,5.77190525498,77.26
Nabil Massad,5.83,0.5
Leslie Stefanson,5.68820512821,3.9
Spencer Susser,5.56,4.8
Leslie Carlson,6.475,1.0
Talulah Riley,6.22,10.96
David Heyman,4.96,0.5
Joe Crozier,5.32,0.5
Jeff Cohen,6.93,1.9
Brad Hunt,4.75,1.9
Frenxa Reuben,4.79,0.5
James Logan,5.95,0.5
Jay Anson,5.99,1.3
Phoebe Hawthorne,6.59,0.5
Woo-hee Chun,6.13,0.5
Buck,6.56,0.5
John Brosnan,4.47,1.3
Steve Purcell,6.49,0.5
George Lindsey,6.835,1.0
Beth Anderson,6.35,0.5
Patrick Malahide,5.48863636364,4.4
Larisa Kalpokaite,5.65,0.5
Jack Colvin,6.31,0.5
Frank Gilbert,5.49,0.5
Ruben Santiago-Hudson,6.05428571429,3.5
Gary Sweet,5.83,0.5
Dallas Roberts,6.31655172414,5.8
David Kinzie,5.83,0.5
Lee Falk,4.94,1.3
Julien Baumgartner,5.63,0.5
Melvin Thompson,4.76,0.5
Boogie Knights,5.38,0.5
Michael E. Rodgers,4.96,1.0
Evan Turner,5.63,0.5
Stephen Milburn Anderson,5.1,9.6
Lucy Ramos,5.24,0.5
Samia Shoaib,7.53,0.5
Alberto Reyes,5.56,5.48
Beth Broderick,5.35,0.5
Russell Sams,5.945,1.0
Joby Harold,6.11,4.8
Maung Maung Khin,6.29,0.5
Marguerite Moreau,5.35166666667,4.8
Edgar Buchanan,6.77,0.5
Kelly Piper,6.64,1.9
Laurie Main,5.645,1.0
Francesca Smith,5.66434782609,5.98
Devon Ericson,6.27,0.5
David Cooley,5.97,0.5
Mark Helfrich,5.62,3.5
Eric Edelstein,5.415,1.0
Keri Russell,6.34528248588,21.24
Brian Copeland,6.66,0.5
Monty Ross,7.4,0.5
Charles Garren,6.28,0.5
Marsha Mason,6.29234113712,5.98
Dominic McHale,5.63,0.5
Gesine Cukrowski,4.14,0.5
John Charles,6.71,0.5
James Acheson,4.07,1.9
Karen Kopins,5.61,1.9
Charles Tyner,6.03,1.0
Kevin Clash,5.60959876543,6.48
Jake McLaughlin,6.73,0.5
Melina Kanakaredes,6.07,1.5
Elizabeth Perkins,5.85870285189,21.74
Joan Blackman,7.29,1.9
Adrian Lyne,5.824,17.5
Larry Brandenburg,5.9475,2.0
Kieran Darcy-Smith,5.06,0.5
Laird Koenig,3.7,1.3
Kazuki Kitamura,6.98,0.5
Tracy Swenson,5.55,0.5
John Sanford,5.24,4.8
Johann Carlo,4.37,0.5
Erin Daniels,5.95291666667,2.4
Kay Lenz,5.38489224138,9.28
Gilbert Leal,5.52,0.5
Tom Quinn,5.77,0.5
Barry Sanders,4.83,0.5
Satchu Annamalai,6.04,0.5
Nina Foch,5.28,1.0
Wai Cheung Mak,5.08,0.5
Arturo Prez-Reverte,5.95,1.3
Helen Ludlam,7.45,0.5
Rufus Sewell,6.02193832599,18.16
Enrique Iglesias,6.1,0.5
George Fisher,5.69,0.5
Tony Clemons,5.6,0.5
Terence Stamp,5.49172774869,26.74
Supak Pititam,5.7,1.9
Jeannetta Arnette,6.33666666667,1.5
Anna Maria Horsford,5.905,4.0
Graham Paul,6.83,0.5
Abbey Hope,6.41,0.5
Roz Bosley,5.98,0.5
Hans Howes,5.16,0.5
Patty Jenkins,6.8,4.8
Sinbad,5.54642215569,13.36
David Schofield,6.03037037037,5.4
Stephen Sommers,5.80619047619,33.6
Christina Hendricks,5.0725,2.4
Steven R. McQueen,5.64,0.5
LaConte McGrew,6.63,0.5
John Stanton,5.07,2.4
Lillian Carlson,4.69,0.5
Jo Harvey Allen,4.5,0.5
Aaron Seltzer,4.19355731225,25.3
Richard Karron,6.32,0.5
Adrian Ricard,6.33,0.5
Oscar Fraley,7.06,1.3
Mariah Bonner,3.56,0.5
Sandra Snchez,7.87,0.5
Jonathan Levine,6.02,4.8
Sean Marshall,5.61,0.5
Emma Rayne Lyle,4.81,0.5
Simon Burke,6.47,0.5
Hunter Stroud,4.16,0.5
Cayen Martin,6.23,0.5
Irene Hervey,6.95,0.5
Jacques Maury,4.94,0.5
Jos Prez,5.41,1.0
Lisa Connolly,6.66,0.5
Emil Hostina,5.41,0.5
Litefoot,5.62077160494,6.48
Regan Arnold,5.94,0.5
Henry Blasingame,6.14,0.5
Philip Pierce,6.03,1.3
Li Jen Ho,7.43,0.5
Verda Bridges,6.465,1.0
Douglas Rowe,5.14,0.5
Michael Ellis,5.37,1.3
Rudy Wurlitzer,5.15,1.3
Julie Taymor,5.575,11.8
Joe Bostick,6.31,0.5
Jonathan Terry,5.85666666667,1.5
Charley Vance,5.28,0.5
Steve Whitmire,6.51058823529,3.4
John Glover,5.69015957447,11.28
Jossie Thacker,5.69,0.5
Arthur Hughes,6.23,0.5
Daisy von Scherler Mayer,5.24666666667,10.5
Wendie Malick,5.06,2.0
Kyle Newman,5.65,3.5
Gianna Jun,4.51547425474,7.38
Rudy De Luca,5.42573529412,6.8
David Kelly,5.88352941176,3.4
Maura Tierney,6.05012411348,11.28
Morgan Paull,6.97,0.5
Sarah Holcomb,6.27,0.5
Jodelle Ferland,5.27894502229,13.46
Jerry Orbach,6.38063732929,13.18
Cynthia Garris,5.14,1.9
John R. Leonetti,4.53,3.5
James Sloyan,5.13625,2.4
Jesse Welles,6.21692307692,5.98
Alexis Knapp,6.64,1.0
Bridget M. Brown,3.17,1.9
James McDaniel,6.38,1.0
Christopher Martin,5.60950233281,12.86
David Usher,5.92,0.5
Lou B. Washington,6.72,1.0
Ken Scarborough,5.62,1.3
Camden Munson,7.29,0.5
Greg Lee,5.62,0.5
Jose Luis De Jesus Miranda,7.04,0.5
Cheong-a Lee,5.35,0.5
Daniel Valdez,6.61,0.5
Richard Lage,6.66,0.5
Richard Shepard,5.83,9.6
Oshri Cohen,5.15,0.5
Mary Jo Smith,6.66375,2.4
Johnny Williams,5.775,2.0
Cathy Cavadini,5.77231481481,6.48
Christopher Bram,6.68,1.3
Gina DeAngeles,5.96,0.5
Chris Lowell,7.26,0.5
Anthony Burgess,7.65,1.3
Krystal Richards,6.53,0.5
Jack Sheldon,5.48,0.5
Jeff Anderson,6.99570359281,13.36
Brian Murray,5.655,1.0
Sandy Winton,3.43,0.5
David McKenna,6.22,3.9
Robert Brewster,4.49,0.5
Amy Steel,6.07913043478,5.98
Enver Gjokaj,4.86,0.5
Clancy Sigal,6.62,1.3
Cecelia Ann Birt,6.82,5.48
Johanna Andrea Mora,6.73,0.5
John Ottman,4.77,3.5
Philip Ahn,5.55,1.9
Paul Cicero,6.59,1.9
D.G. Maloney,6.0,0.5
Clare Kirkconnell,5.55,0.5
Fabrizio Brienza,5.78,0.5
Philip Nozuka,4.6,0.5
Amy Acker,6.47,0.5
Staci Lynn Fletcher,5.95,0.5
Matthew Faulk,5.74,1.3
Freda Perry,5.38,0.5
Fabio Carfora,4.16,0.5
Brent Anderson,4.42,0.5
Michael Conner Humphreys,7.58,1.9
Michael Winslow,6.29,1.5
Anish Majumdar,6.12,0.5
Millie White,6.26,5.48
Sandina Bailo-Lape,5.95,0.5
Jackie Hallex,7.87,0.5
Cher,5.67476439791,11.46
Summer Bishil,5.065,1.0
Norman Howell,6.44,0.5
Ashanti,5.88558823529,3.4
Jesse Roche,5.75,0.5
Neil Diamond,5.6,0.5
Simon Day,5.89,0.5
Ray Olubowale,5.73,0.5
David Bennent,5.66,1.9
Jameson Parker,6.47,5.48
Bob Peck,5.90333333333,1.5
Josh Emerson,5.335,1.0
Robert Feero,6.47,0.5
Mitch Glazer,3.73032786885,6.1
Nikki Griffin,5.56,0.5
Gwen Verdon,5.46034482759,2.9
Gina Carano,5.68,5.48
Mike Falevits,5.42,0.5
Ruth Maleczech,5.68,0.5
Tim Conway,4.9,1.9
Patrick Dougherty,7.27,0.5
Johnny Thompson,5.7,1.9
Jean-Marc Stehl,5.7,0.5
Colin Ford,5.74,5.48
Kathy Bates,6.17170487948,34.02
Nancy McDoniel,6.82,0.5
Garth Pillsbury,7.11,0.5
Sarah Buxton,6.465,1.0
Martin Casella,6.97,0.5
Joseph Frst,6.58,0.5
Ralph Strait,5.525,1.0
Jameson Trenholm,5.78,0.5
Paula Shaw,6.205,1.0
Peter Navy Tuiasosopo,5.32333333333,1.5
Paul Wu,3.91,0.5
Thom Bray,6.47,0.5
Chris Payne Gilbert,6.22,0.5
Ziggy Marley,5.92,0.5
Casey Hopper,5.47,1.9
Philip L. Clarke,6.095,1.0
Ol Parker,6.82,1.3
Stanley Townsend,5.735,1.0
Max Benitz,6.37,0.5
Andrew Heckler,5.47,0.5
David Schwimmer,6.02930232558,8.6
Patrick Cronin,6.39,0.5
Tony Mockus Jr.,6.04,0.5
Brad Smith,5.73,0.5
Victoria Luna,5.87,0.5
Robert Belushi,5.21,1.9
Jamal Woolard,6.14,5.48
Brad Sihvon,5.91,0.5
Shirley Broderick,5.33,0.5
Stefania Rocca,5.695,1.0
Tsuyoshi Ihara,6.7,1.9
Barry Strugatz,5.97,1.3
Prunella Scales,5.81,0.5
Miles Perlich,5.55,0.5
Jazsmin Lewis,6.045,1.0
Jason Marsden,4.61,2.0
Kevin Rooney,7.02,0.5
Fred Wolf,5.68704545455,4.4
Meibh Campbell,5.51,0.5
Luther Bedford,7.44,0.5
Douglas Urbanski,6.2,0.5
Graham Stark,5.2725,2.0
Mark Addy,5.53202391904,21.74
Leigh Lawson,6.07,1.9
Kellita Smith,4.5875,2.4
John McCurry,6.63,1.9
Bruce McLaughlin,4.85,0.5
John le Carr,5.76,1.3
Andr Ernotte,7.57,0.5
Emma Shenah,6.21,0.5
Shawn Howell,6.68,0.5
JoBe Cerny,5.36,0.5
H.B. Halicki,5.96,1.3
Phil Hendrie,6.4,0.5
Ken Davitian,6.20401015228,7.88
John Rogan,5.7,0.5
Paul Cassell,5.56,0.5
Debi Durst,5.58,0.5
Adam Tanguay,6.16,0.5
Lorena Heranandez,6.74,0.5
Eli Craig,4.89,0.5
Josh Clark,6.435,1.0
R.G. Armstrong,6.17911764706,3.4
Howard Cooper,5.25,0.5
Earl Jolly Brown,6.59,0.5
Rachel Brosnahan,5.33,0.5
Severn Darden,5.80413793103,2.9
Troy West,5.29,0.5
Jane March,4.595,10.96
Michael Bretten,5.96,0.5
Jason Biggs,5.92814870259,40.08
Amick Byram,6.27,0.5
Caitlin Rose Anderson,6.46,0.5
Tony Page,6.56,0.5
Eric Gonzales,5.99,0.5
Lahmard J. Tate,6.225,1.0
Michael Weaver,6.02,1.0
Endre Hules,7.41,0.5
Vctor Sierra,6.24,0.5
Jenny Parsons,4.26,0.5
Pierre Salvadori,5.13,1.3
Jenson Goins,5.46,0.5
Alex Lee,6.31,0.5
Susane Lee,5.92,0.5
Mena Suvari,5.28439588689,23.34
Joseph Fiennes,6.0973,10.0
Toshihiko Nakano,6.13,0.5
Dylan Sprouse,6.27,0.5
Hubert Tellegen,5.3,0.5
Ray Xifo,6.31,0.5
Constance Forslund,5.885,1.0
Tom Carey,6.8,1.0
James DeBello,5.87070460705,7.38
Logan McElroy,5.01,0.5
Zak Ludwig,5.835,1.0
Amy Leonard,5.05,0.5
Mary Catherine Wright,5.76,1.0
Leo Alexander,6.15,0.5
Honorato Magaloni,4.35,0.5
Demetrius Bridges,4.89,0.5
Maggie Oskam,5.1,0.5
Angel Coulby,5.9,0.5
Valentinas Krulikovskis,5.65,0.5
Jeremy Newson,7.57,0.5
Sebastian Gutierrez,5.415,5.2
Kent McCord,4.81779264214,5.98
Kenji Matoba,7.01,0.5
Milan Bahl,5.91,0.5
Russell Thorson,7.09,0.5
Stirling Silliphant,5.17333333333,3.9
Stocker Fontelieu,6.44,0.5
Elan Oberon,5.31,0.5
Bradley Pryce,6.12,0.5
Sheila Hullihen,6.27,0.5
Diane McBain,6.22,0.5
William Converse-Roberts,5.87666666667,1.5
Ingrid Held,4.57,0.5
Raymond Tong,5.96,0.5
Madalina Constantin,3.6,0.5
Theresa Spruill,5.9,0.5
Ronnie Connell,5.55,1.9
Christopher Kaldor,6.37,0.5
Peter Howell,6.47,0.5
Andrew Currie,5.36,4.8
Pete Jones,5.40442622951,6.1
Karyn Malchus,5.97,0.5
Robert Hoffman,5.7882234957,6.98
Wally Taylor,5.57333333333,1.5
Cris Campion,4.94,5.48
Marion Moseley,5.98,0.5
Joe Bays,6.75,0.5
Christopher Cain,5.32033898305,11.8
Colin Cunningham,5.76,1.5
Erica Rivera,6.77,0.5
Liam Falconer,3.43,1.9
Craig Coyne,6.3,0.5
Michael Simpson,6.87,0.5
P.J. Soles,7.32930232558,4.3
John Young,6.43,0.5
Alan Shapiro,5.22,3.5
Laurence Olivier,5.65370888158,24.32
Christopher Norris,7.19,0.5
Tsianina Joelson,5.755,1.0
Angus Sampson,5.795,1.0
Gordon Jennison Noice,5.43,0.5
Bronwen Mantel,5.905,1.0
Kathryn Newton,5.66428093645,5.98
Adrian Scarborough,6.9,1.0
Sean Kenin,5.5,0.5
Erika Alexander,5.715,1.0
Evan C. Kim,3.92,0.5
